4 -7.02046 6.9378 -1.60622
4 -5.19258 8.40178 1.56434
4 -6.2024 7.80204 0.811419
4 -5.25731 8.50651 0
4 -6.06825 7.58652 -2.37086
4 -5.19258 8.40178 -1.56434
4 -6.2024 7.80204 -0.811419
4 -2.66405 9.63861 0
4 -3.99607 9.12982 0.823236
4 -3.99607 9.12982 -0.823236
4 8.50651 5.25731 0
4 7.83843 6.15642 -0.810863
4 7.83843 6.15642 0.810863
4 7.02046 6.9378 -1.60622
4 7.11282 7.02907 0
4 7.02046 6.9378 1.60622
4 5 8.09017 -3.09017
4 6.06825 7.58652 -2.37086
4 5.19258 8.40178 -1.56434
4 6.2024 7.80204 -0.811419
4 5.25731 8.50651 0
4 5 8.09017 3.09017
4 6.06825 7.58652 2.37086
4 5.19258 8.40178 1.56434
4 6.2024 7.80204 0.811419
4 1.312 8.64929 -4.84442
4 2.59892 8.62668 -4.33889
4 1.31655 9.24305 -3.58229
4 3.83614 8.43911 -3.75039
4 3.86187 8.91007 -2.38677
4 2.64083 9.16244 -3.01259
4 2.62866 9.51057 -1.6246
4 1.33071 9.87688 -0.822425
4 1.32792 9.66393 -2.20117
4 1.312 8.64929 4.84442
4 2.59892 8.62668 4.33889
4 1.31655 9.24305 3.58229
4 3.83614 8.43911 3.75039
4 3.86187 8.91007 2.38677
4 2.64083 9.16244 3.01259
4 2.62866 9.51057 1.6246
4 1.33071 9.87688 0.822425
4 1.32792 9.66393 2.20117
4 3.99607 9.12982 -0.823236
4 3.99607 9.12982 0.823236
4 2.66405 9.63861 0
4 6.15642 0.810863 7.83843
4 6.9378 1.60622 7.02046
4 5.71252 2.13023 7.92649
4 8.09017 3.09017 5
4 7.58652 2.37086 6.06825
4 7.07107 3.71748 6.01501
4 6.47412 2.96005 7.0231
4 5.87785 4.25325 6.88191
4 4.5399 4.6843 7.57935
4 5.16122 3.46153 7.83452
4 8.64929 4.84442 1.312
4 8.62668 4.33889 2.59892
4 7.92649 5.71252 2.13023
4 8.43911 3.75039 3.83614
4 7.57935 4.5399 4.6843
4 7.83452 5.16122 3.46153
4 6.88191 5.87785 4.25325
4 6.01501 7.07107 3.71748
4 7.0231 6.47412 2.96005
4 2.13023 7.92649 5.71252
4 3.71748 6.01501 7.07107
4 2.96005 7.0231 6.47412
4 4.25325 6.88191 5.87785
4 4.6843 7.57935 4.5399
4 3.46153 7.83452 5.16122
4 6.46578 5.13375 5.64254
4 5.13375 5.64254 6.46578
4 5.64254 6.46578 5.13375
4 6.15642 -0.810863 7.83843
4 6.9378 -1.60622 7.02046
4 7.02907 0 7.11282
4 8.09017 -3.09017 5
4 7.58652 -2.37086 6.06825
4 8.40178 -1.56434 5.19258
4 7.80204 -0.811419 6.2024
4 8.50651 0 5.25731
4 8.40178 1.56434 5.19258
4 7.80204 0.811419 6.2024
4 8.50651 -5.25731 0
4 8.64929 -4.84442 1.312
4 9.15043 -4.03355 0
4 8.62668 -4.33889 2.59892
4 9.24305 -3.58229 1.31655
4 9.61938 -2.73267 0
4 8.43911 -3.75039 3.83614
4 8.91007 -2.38677 3.86187
4 9.16244 -3.01259 2.64083
4 9.51057 -1.6246 2.62866
4 10 0 0
4 9.90439 -1.37952 0
4 9.87688 -0.822425 1.33071
4 9.66393 -2.20117 1.32792
4 9.15043 4.03355 0
4 9.24305 3.58229 1.31655
4 9.61938 2.73267 0
4 8.91007 2.38677 3.86187
4 9.16244 3.01259 2.64083
4 9.51057 1.6246 2.62866
4 9.90439 1.37952 0
4 9.87688 0.822425 1.33071
4 9.66393 2.20117 1.32792
4 9.12982 -0.823236 3.99607
4 9.12982 0.823236 3.99607
4 9.63861 0 2.66405
4 8.64929 -4.84442 -1.312
4 8.62668 -4.33889 -2.59892
4 9.24305 -3.58229 -1.31655
4 8.09017 -3.09017 -5
4 8.43911 -3.75039 -3.83614
4 8.91007 -2.38677 -3.86187
4 9.16244 -3.01259 -2.64083
4 9.51057 -1.6246 -2.62866
4 9.87688 -0.822425 -1.33071
4 9.66393 -2.20117 -1.32792
4 5.25731 0 -8.50651
4 6.15642 -0.810863 -7.83843
4 6.15642 0.810863 -7.83843
4 6.9378 -1.60622 -7.02046
4 7.02907 0 -7.11282
4 6.9378 1.60622 -7.02046
4 7.58652 -2.37086 -6.06825
4 8.40178 -1.56434 -5.19258
4 7.80204 -0.811419 -6.2024
4 8.50651 0 -5.25731
4 8.09017 3.09017 -5
4 7.58652 2.37086 -6.06825
4 8.40178 1.56434 -5.19258
4 7.80204 0.811419 -6.2024
4 8.64929 4.84442 -1.312
4 9.24305 3.58229 -1.31655
4 8.62668 4.33889 -2.59892
4 9.87688 0.822425 -1.33071
4 9.66393 2.20117 -1.32792
4 9.51057 1.6246 -2.62866
4 8.43911 3.75039 -3.83614
4 8.91007 2.38677 -3.86187
4 9.16244 3.01259 -2.64083
4 9.12982 -0.823236 -3.99607
4 9.63861 0 -2.66405
4 9.12982 0.823236 -3.99607
4 7.92649 5.71252 -2.13023
4 7.57935 4.5399 -4.6843
4 7.83452 5.16122 -3.46153
4 6.88191 5.87785 -4.25325
4 6.01501 7.07107 -3.71748
4 7.0231 6.47412 -2.96005
4 4.84442 1.312 -8.64929
4 5.71252 2.13023 -7.92649
4 4.33889 2.59892 -8.62668
4 7.07107 3.71748 -6.01501
4 6.47412 2.96005 -7.0231
4 5.87785 4.25325 -6.88191
4 3.09017 5 -8.09017
4 3.75039 3.83614 -8.43911
4 4.5399 4.6843 -7.57935
4 5.16122 3.46153 -7.83452
4 0.810863 7.83843 -6.15642
4 2.13023 7.92649 -5.71252
4 1.60622 7.02046 -6.9378
4 4.6843 7.57935 -4.5399
4 3.46153 7.83452 -5.16122
4 4.25325 6.88191 -5.87785
4 2.37086 6.06825 -7.58652
4 3.71748 6.01501 -7.07107
4 2.96005 7.0231 -6.47412
4 6.46578 5.13375 -5.64254
4 5.64254 6.46578 -5.13375
4 5.13375 5.64254 -6.46578
4 4.03355 0 -9.15043
4 2.73267 0 -9.61938
4 3.58229 1.31655 -9.24305
4 0 0 -10
4 1.37952 0 -9.90439
4 0.822425 1.33071 -9.87688
4 2.20117 1.32792 -9.66393
4 1.6246 2.62866 -9.51057
4 2.38677 3.86187 -8.91007
4 3.01259 2.64083 -9.16244
4 -5.25731 0 -8.50651
4 -4.03355 0 -9.15043
4 -4.84442 1.312 -8.64929
4 -2.73267 0 -9.61938
4 -3.58229 1.31655 -9.24305
4 -4.33889 2.59892 -8.62668
4 -1.37952 0 -9.90439
4 -0.822425 1.33071 -9.87688
4 -2.20117 1.32792 -9.66393
4 -1.6246 2.62866 -9.51057
4 -3.09017 5 -8.09017
4 -3.75039 3.83614 -8.43911
4 -2.38677 3.86187 -8.91007
4 -3.01259 2.64083 -9.16244
4 -0.810863 7.83843 -6.15642
4 0 7.11282 -7.02907
4 -1.60622 7.02046 -6.9378
4 1.56434 5.19258 -8.40178
4 0.811419 6.2024 -7.80204
4 0 5.25731 -8.50651
4 -2.37086 6.06825 -7.58652
4 -1.56434 5.19258 -8.40178
4 -0.811419 6.2024 -7.80204
4 0 2.66405 -9.63861
4 0.823236 3.99607 -9.12982
4 -0.823236 3.99607 -9.12982
4 4.84442 -1.312 -8.64929
4 4.33889 -2.59892 -8.62668
4 3.58229 -1.31655 -9.24305
4 3.09017 -5 -8.09017
4 3.75039 -3.83614 -8.43911
4 2.38677 -3.86187 -8.91007
4 3.01259 -2.64083 -9.16244
4 1.6246 -2.62866 -9.51057
4 0.822425 -1.33071 -9.87688
4 2.20117 -1.32792 -9.66393
4 0 -8.50651 -5.25731
4 0.810863 -7.83843 -6.15642
4 -0.810863 -7.83843 -6.15642
4 1.60622 -7.02046 -6.9378
4 0 -7.11282 -7.02907
4 -1.60622 -7.02046 -6.9378
4 2.37086 -6.06825 -7.58652
4 1.56434 -5.19258 -8.40178
4 0.811419 -6.2024 -7.80204
4 0 -5.25731 -8.50651
4 -3.09017 -5 -8.09017
4 -2.37086 -6.06825 -7.58652
4 -1.56434 -5.19258 -8.40178
4 -0.811419 -6.2024 -7.80204
4 -4.84442 -1.312 -8.64929
4 -3.58229 -1.31655 -9.24305
4 -4.33889 -2.59892 -8.62668
4 -0.822425 -1.33071 -9.87688
4 -2.20117 -1.32792 -9.66393
4 -1.6246 -2.62866 -9.51057
4 -3.75039 -3.83614 -8.43911
4 -2.38677 -3.86187 -8.91007
4 -3.01259 -2.64083 -9.16244
4 0.823236 -3.99607 -9.12982
4 0 -2.66405 -9.63861
4 -0.823236 -3.99607 -9.12982
4 5.71252 -2.13023 -7.92649
4 7.07107 -3.71748 -6.01501
4 6.47412 -2.96005 -7.0231
4 5.87785 -4.25325 -6.88191
4 4.5399 -4.6843 -7.57935
4 5.16122 -3.46153 -7.83452
4 7.83843 -6.15642 -0.810863
4 7.92649 -5.71252 -2.13023
4 7.02046 -6.9378 -1.60622
4 7.57935 -4.5399 -4.6843
4 7.83452 -5.16122 -3.46153
4 6.88191 -5.87785 -4.25325
4 5 -8.09017 -3.09017
4 6.06825 -7.58652 -2.37086
4 6.01501 -7.07107 -3.71748
4 7.0231 -6.47412 -2.96005
4 1.312 -8.64929 -4.84442
4 2.13023 -7.92649 -5.71252
4 2.59892 -8.62668 -4.33889
4 3.71748 -6.01501 -7.07107
4 2.96005 -7.0231 -6.47412
4 4.25325 -6.88191 -5.87785
4 3.83614 -8.43911 -3.75039
4 4.6843 -7.57935 -4.5399
4 3.46153 -7.83452 -5.16122
4 6.46578 -5.13375 -5.64254
4 5.13375 -5.64254 -6.46578
4 5.64254 -6.46578 -5.13375
4 7.83843 -6.15642 0.810863
4 7.02046 -6.9378 1.60622
4 7.11282 -7.02907 0
4 5 -8.09017 3.09017
4 6.06825 -7.58652 2.37086
4 5.19258 -8.40178 1.56434
4 6.2024 -7.80204 0.811419
4 5.25731 -8.50651 0
4 5.19258 -8.40178 -1.56434
4 6.2024 -7.80204 -0.811419
4 0 -8.50651 5.25731
4 1.312 -8.64929 4.84442
4 0 -9.15043 4.03355
4 2.59892 -8.62668 4.33889
4 1.31655 -9.24305 3.58229
4 0 -9.61938 2.73267
4 3.83614 -8.43911 3.75039
4 3.86187 -8.91007 2.38677
4 2.64083 -9.16244 3.01259
4 2.62866 -9.51057 1.6246
4 0 -10 0
4 0 -9.90439 1.37952
4 1.33071 -9.87688 0.822425
4 1.32792 -9.66393 2.20117
4 0 -9.15043 -4.03355
4 1.31655 -9.24305 -3.58229
4 0 -9.61938 -2.73267
4 3.86187 -8.91007 -2.38677
4 2.64083 -9.16244 -3.01259
4 2.62866 -9.51057 -1.6246
4 0 -9.90439 -1.37952
4 1.33071 -9.87688 -0.822425
4 1.32792 -9.66393 -2.20117
4 3.99607 -9.12982 0.823236
4 3.99607 -9.12982 -0.823236
4 2.66405 -9.63861 0
4 -1.312 -8.64929 4.84442
4 -2.59892 -8.62668 4.33889
4 -1.31655 -9.24305 3.58229
4 -5 -8.09017 3.09017
4 -3.83614 -8.43911 3.75039
4 -3.86187 -8.91007 2.38677
4 -2.64083 -9.16244 3.01259
4 -2.62866 -9.51057 1.6246
4 -1.33071 -9.87688 0.822425
4 -1.32792 -9.66393 2.20117
4 -8.50651 -5.25731 0
4 -7.83843 -6.15642 0.810863
4 -7.83843 -6.15642 -0.810863
4 -7.02046 -6.9378 1.60622
4 -7.11282 -7.02907 0
4 -7.02046 -6.9378 -1.60622
4 -6.06825 -7.58652 2.37086
4 -5.19258 -8.40178 1.56434
4 -6.2024 -7.80204 0.811419
4 -5.25731 -8.50651 0
4 -5 -8.09017 -3.09017
4 -6.06825 -7.58652 -2.37086
4 -5.19258 -8.40178 -1.56434
4 -6.2024 -7.80204 -0.811419
4 -1.312 -8.64929 -4.84442
4 -1.31655 -9.24305 -3.58229
4 -2.59892 -8.62668 -4.33889
4 -1.33071 -9.87688 -0.822425
4 -1.32792 -9.66393 -2.20117
4 -2.62866 -9.51057 -1.6246
4 -3.83614 -8.43911 -3.75039
4 -3.86187 -8.91007 -2.38677
4 -2.64083 -9.16244 -3.01259
4 -3.99607 -9.12982 0.823236
4 -2.66405 -9.63861 0
4 -3.99607 -9.12982 -0.823236
4 -0.810863 -7.83843 6.15642
4 -1.60622 -7.02046 6.9378
4 -2.13023 -7.92649 5.71252
4 -3.09017 -5 8.09017
4 -2.37086 -6.06825 7.58652
4 -3.71748 -6.01501 7.07107
4 -2.96005 -7.0231 6.47412
4 -4.25325 -6.88191 5.87785
4 -4.6843 -7.57935 4.5399
4 -3.46153 -7.83452 5.16122
4 -4.84442 -1.312 8.64929
4 -6.15642 -0.810863 7.83843
4 -4.33889 -2.59892 8.62668
4 -5.71252 -2.13023 7.92649
4 -6.9378 -1.60622 7.02046
4 -3.75039 -3.83614 8.43911
4 -4.5399 -4.6843 7.57935
4 -5.16122 -3.46153 7.83452
4 -5.87785 -4.25325 6.88191
4 -8.09017 -3.09017 5
4 -7.58652 -2.37086 6.06825
4 -7.07107 -3.71748 6.01501
4 -6.47412 -2.96005 7.0231
4 -8.64929 -4.84442 1.312
4 -7.92649 -5.71252 2.13023
4 -8.62668 -4.33889 2.59892
4 -6.01501 -7.07107 3.71748
4 -7.0231 -6.47412 2.96005
4 -6.88191 -5.87785 4.25325
4 -8.43911 -3.75039 3.83614
4 -7.57935 -4.5399 4.6843
4 -7.83452 -5.16122 3.46153
4 -5.13375 -5.64254 6.46578
4 -5.64254 -6.46578 5.13375
4 -6.46578 -5.13375 5.64254
4 0.810863 -7.83843 6.15642
4 1.60622 -7.02046 6.9378
4 0 -7.11282 7.02907
4 3.09017 -5 8.09017
4 2.37086 -6.06825 7.58652
4 1.56434 -5.19258 8.40178
4 0.811419 -6.2024 7.80204
4 0 -5.25731 8.50651
4 -1.56434 -5.19258 8.40178
4 -0.811419 -6.2024 7.80204
4 4.84442 -1.312 8.64929
4 4.33889 -2.59892 8.62668
4 3.58229 -1.31655 9.24305
4 3.75039 -3.83614 8.43911
4 2.38677 -3.86187 8.91007
4 3.01259 -2.64083 9.16244
4 1.6246 -2.62866 9.51057
4 0.822425 -1.33071 9.87688
4 2.20117 -1.32792 9.66393
4 -3.58229 -1.31655 9.24305
4 -2.38677 -3.86187 8.91007
4 -3.01259 -2.64083 9.16244
4 -1.6246 -2.62866 9.51057
4 -0.822425 -1.33071 9.87688
4 -2.20117 -1.32792 9.66393
4 0.823236 -3.99607 9.12982
4 -0.823236 -3.99607 9.12982
4 0 -2.66405 9.63861
4 7.92649 -5.71252 2.13023
4 7.57935 -4.5399 4.6843
4 7.83452 -5.16122 3.46153
4 6.88191 -5.87785 4.25325
4 6.01501 -7.07107 3.71748
4 7.0231 -6.47412 2.96005
4 5.71252 -2.13023 7.92649
4 7.07107 -3.71748 6.01501
4 6.47412 -2.96005 7.0231
4 5.87785 -4.25325 6.88191
4 4.5399 -4.6843 7.57935
4 5.16122 -3.46153 7.83452
4 2.13023 -7.92649 5.71252
4 4.6843 -7.57935 4.5399
4 3.46153 -7.83452 5.16122
4 4.25325 -6.88191 5.87785
4 3.71748 -6.01501 7.07107
4 2.96005 -7.0231 6.47412
4 6.46578 -5.13375 5.64254
4 5.64254 -6.46578 5.13375
4 5.13375 -5.64254 6.46578
4 -9.15043 -4.03355 0
4 -9.24305 -3.58229 1.31655
4 -9.61938 -2.73267 0
4 -8.91007 -2.38677 3.86187
4 -9.16244 -3.01259 2.64083
4 -9.51057 -1.6246 2.62866
4 -10 0 0
4 -9.90439 -1.37952 0
4 -9.87688 -0.822425 1.33071
4 -9.66393 -2.20117 1.32792
4 -7.02907 0 7.11282
4 -8.40178 -1.56434 5.19258
4 -7.80204 -0.811419 6.2024
4 -8.50651 0 5.25731
4 -8.40178 1.56434 5.19258
4 -7.80204 0.811419 6.2024
4 -9.15043 4.03355 0
4 -9.61938 2.73267 0
4 -9.24305 3.58229 1.31655
4 -9.90439 1.37952 0
4 -9.87688 0.822425 1.33071
4 -9.66393 2.20117 1.32792
4 -9.51057 1.6246 2.62866
4 -8.91007 2.38677 3.86187
4 -9.16244 3.01259 2.64083
4 -9.12982 -0.823236 3.99607
4 -9.63861 0 2.66405
4 -9.12982 0.823236 3.99607
4 -6.15642 -0.810863 -7.83843
4 -6.15642 0.810863 -7.83843
4 -6.9378 -1.60622 -7.02046
4 -7.02907 0 -7.11282
4 -6.9378 1.60622 -7.02046
4 -8.09017 -3.09017 -5
4 -7.58652 -2.37086 -6.06825
4 -8.40178 -1.56434 -5.19258
4 -7.80204 -0.811419 -6.2024
4 -8.50651 0 -5.25731
4 -8.09017 3.09017 -5
4 -7.58652 2.37086 -6.06825
4 -8.40178 1.56434 -5.19258
4 -7.80204 0.811419 -6.2024
4 -8.64929 -4.84442 -1.312
4 -8.62668 -4.33889 -2.59892
4 -9.24305 -3.58229 -1.31655
4 -8.43911 -3.75039 -3.83614
4 -8.91007 -2.38677 -3.86187
4 -9.16244 -3.01259 -2.64083
4 -9.51057 -1.6246 -2.62866
4 -9.87688 -0.822425 -1.33071
4 -9.66393 -2.20117 -1.32792
4 -8.64929 4.84442 -1.312
4 -8.62668 4.33889 -2.59892
4 -9.24305 3.58229 -1.31655
4 -8.43911 3.75039 -3.83614
4 -8.91007 2.38677 -3.86187
4 -9.16244 3.01259 -2.64083
4 -9.51057 1.6246 -2.62866
4 -9.87688 0.822425 -1.33071
4 -9.66393 2.20117 -1.32792
4 -9.12982 -0.823236 -3.99607
4 -9.12982 0.823236 -3.99607
4 -9.63861 0 -2.66405
4 -2.13023 7.92649 -5.71252
4 -3.71748 6.01501 -7.07107
4 -2.96005 7.0231 -6.47412
4 -4.25325 6.88191 -5.87785
4 -4.6843 7.57935 -4.5399
4 -3.46153 7.83452 -5.16122
4 -5.71252 2.13023 -7.92649
4 -4.5399 4.6843 -7.57935
4 -5.16122 3.46153 -7.83452
4 -5.87785 4.25325 -6.88191
4 -7.07107 3.71748 -6.01501
4 -6.47412 2.96005 -7.0231
4 -7.92649 5.71252 -2.13023
4 -6.01501 7.07107 -3.71748
4 -7.0231 6.47412 -2.96005
4 -6.88191 5.87785 -4.25325
4 -7.57935 4.5399 -4.6843
4 -7.83452 5.16122 -3.46153
4 -5.13375 5.64254 -6.46578
4 -5.64254 6.46578 -5.13375
4 -6.46578 5.13375 -5.64254
4 -7.92649 -5.71252 -2.13023
4 -7.57935 -4.5399 -4.6843
4 -7.83452 -5.16122 -3.46153
4 -6.88191 -5.87785 -4.25325
4 -6.01501 -7.07107 -3.71748
4 -7.0231 -6.47412 -2.96005
4 -5.71252 -2.13023 -7.92649
4 -7.07107 -3.71748 -6.01501
4 -6.47412 -2.96005 -7.0231
4 -5.87785 -4.25325 -6.88191
4 -4.5399 -4.6843 -7.57935
4 -5.16122 -3.46153 -7.83452
4 -2.13023 -7.92649 -5.71252
4 -4.6843 -7.57935 -4.5399
4 -3.46153 -7.83452 -5.16122
4 -4.25325 -6.88191 -5.87785
4 -3.71748 -6.01501 -7.07107
4 -2.96005 -7.0231 -6.47412
4 -6.46578 -5.13375 -5.64254
4 -5.64254 -6.46578 -5.13375
4 -5.13375 -5.64254 -6.46578
4 0 0 0
